student_record_id,Mon330,Mon430,Mon530,Tue330,Tue430,Tue530,Wed330,Wed430,Wed530,Thur330,Thur430,Thur530,current_time,cohort,current_tutor,level,platform,level_platform,n_impossible,n_difficult,n_doable,n_easy
recuc8cds08EvIAnF,0,4,1,0,0,0,0,4,1,0,0,0,16:15,B10,Dieter,Beginner,Scratch,BeginnerScratch,8,2,0,2
reczjLw1V5iqhzfWu,2,2,0,0,0,0,0,0,0,2,2,0,16:15,I10,Miche,Intermediate2,Scratch,Intermediate2Scratch,8,0,4,0
recAm62lDW7Vr2K0O,0,0,2,0,0,2,0,0,0,0,4,4,16:15,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,8,0,2,2
recmML4OEBeSdHou7,0,0,2,0,0,4,0,0,4,0,0,2,17:30,A8,Greg,Advanced,Python,AdvancedPython,8,0,2,2
rec4cghlKYSuRyOLe,0,2,1,0,4,1,0,0,0,0,0,0,16:15,B12,Kiah,Beginner,Scratch,BeginnerScratch,8,2,1,1
recIqeLVhpwfkPxoy,0,0,0,0,0,2,0,2,1,0,4,0,16:15,B13,Christine,Beginner,Scratch,BeginnerScratch,8,1,2,1
recIhGMbBJ2iDJ9zw,4,0,0,4,0,0,4,0,0,4,0,0,17:30,I9,David,Intermediate2,Scratch,Intermediate2Scratch,8,0,0,4
recP5aXdf8F8LSy30,0,4,0,0,1,0,0,4,0,0,2,0,16:15,A11,Selasie,Advanced,LiveCode,AdvancedLiveCode,8,1,1,2
recKRBz5AUsiGk2x4,0,0,2,0,0,2,0,0,2,0,0,2,17:30,A8,Greg,Advanced,Python,AdvancedPython,8,0,4,0
rec7v6gitq5AMGyg9,0,0,4,0,0,4,0,0,4,0,0,4,16:15,A10,Michael,Advanced,LiveCode,AdvancedLiveCode,8,0,0,4
rec3l2r6HEf5O9Bmv,0,0,4,0,0,4,0,0,4,0,0,4,17:30,A8,Greg,Advanced,Python,AdvancedPython,8,0,0,4
recQ1PebXksdV180l,0,0,0,0,1,1,0,0,0,0,2,4,17:30,A13,Jenna,Advanced,Scratch,AdvancedScratch,8,2,1,1
recv2PdH5jFV1AXTk,0,2,0,0,2,0,0,2,0,0,2,0,16:15,B10,Tiffany,Beginner,Scratch,BeginnerScratch,8,0,4,0
rec8RdHAjnEkgcQSa,0,2,0,0,2,0,0,2,0,0,2,0,16:15,A11,Matthew,Advanced,LiveCode,AdvancedLiveCode,8,0,4,0
recGqnPw9DfIUg4gb,1,2,2,0,0,0,0,0,4,0,0,0,17:30,A11,Imaan,Advanced,LiveCode,AdvancedLiveCode,8,1,2,1
recKDSEAjjFwjqpco,0,0,4,0,0,4,0,0,4,0,0,4,17:30,B10,Christine,Beginner,Scratch,BeginnerScratch,8,0,0,4
recCC0iRjfkECvzn8,0,0,4,0,0,4,0,0,4,0,0,4,17:30,A12,Jenna,Advanced,Scratch,AdvancedScratch,8,0,0,4
rec2XzTQXkxwtbXBe,0,0,2,0,0,2,0,0,1,0,0,1,17:30,B12,Jess,Beginner,Scratch,BeginnerScratch,8,2,2,0
recDjUPlfF58ntmCm,0,0,0,0,4,2,0,4,1,0,4,0,16:15,A8,Jenna,Advanced,Python,AdvancedPython,7,1,1,3
reca3OiBJ6rS3KgSr,2,4,4,0,0,0,2,2,0,0,0,0,16:15,B10,Miche,Beginner,Scratch,BeginnerScratch,7,0,3,2
recJGCXjpV2jxZC9y,4,4,0,0,1,0,4,4,0,0,0,0,16:15,A11,Selasie,Advanced,LiveCode,AdvancedLiveCode,7,1,0,4
recRGgBCqEwWBa317,0,0,0,0,2,0,0,4,1,0,2,2,15:00,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,7,1,3,1
recUJThUum2UY7jdB,0,0,1,0,1,2,0,1,4,0,0,0,15:00,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,7,3,1,1
recVnJfVEDlAupLBt,0,0,1,0,4,4,0,0,0,0,4,4,17:30,A12,Matthew,Advanced,Scratch,AdvancedScratch,7,1,0,4
recbIaxtIUZovcClz,0,0,0,0,0,0,1,4,4,2,4,0,16:15,A10,Greg,Advanced,LiveCode,AdvancedLiveCode,7,1,1,3
recj2g8ZQ4AbTmwCT,0,0,2,0,0,1,0,4,4,0,2,0,16:15,A13,Jenna,Advanced,Scratch,AdvancedScratch,7,1,2,2
recUegiE35JW79zOt,0,0,0,4,4,2,0,0,0,0,1,2,16:15,A10,Matthew,Advanced,LiveCode,AdvancedLiveCode,7,1,2,2
recF2coCA865sdY0n,0,0,0,4,4,2,0,0,0,0,1,2,15:00,B10,Dieter,Beginner,Scratch,BeginnerScratch,7,1,2,2
rec8abTrJDNZ6ng53,1,0,0,1,4,2,1,0,0,0,0,0,16:15,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,7,3,1,1
recuWNMMCz1cqleEc,4,2,0,4,2,0,4,0,0,0,0,0,16:15,I9,Joseph,Intermediate2,Scratch,Intermediate2Scratch,7,0,2,3
recovipAoVFIwcOZh,0,4,2,0,4,2,0,2,0,0,0,0,16:15,A8,Greg,Advanced,Python,AdvancedPython,7,0,3,2
recfbF61Af4zkJGd0,0,0,1,0,0,0,0,0,2,2,2,2,16:15,A8,Greg,Advanced,Python,AdvancedPython,7,1,4,0
recrhcdIn7TRPQ4Qn,2,4,4,0,0,0,2,2,0,0,0,0,17:30,I12,Julian,Intermediate1,Scratch,Intermediate1Scratch,7,0,3,2
recqfcycDcbefrb1E,0,0,0,1,4,2,0,0,0,0,1,2,16:15,I13,Jenna,Intermediate1,Scratch,Intermediate1Scratch,7,2,2,1
rec3dukWBVNX4J1BP,0,0,1,0,0,1,0,4,1,0,0,1,16:15,A12,David,Advanced,Scratch,AdvancedScratch,7,4,0,1
recs7tTlgtCsB5dar,2,4,0,2,0,0,2,4,0,0,0,0,16:15,B10,Miche,Beginner,Scratch,BeginnerScratch,7,0,3,2
recfwhHhCfMBO9CHB,0,0,0,0,0,2,0,2,2,0,2,2,16:15,A11,Matthew,Advanced,LiveCode,AdvancedLiveCode,7,0,5,0
recuj1pcjlREVMt74,0,4,4,0,0,1,0,0,0,0,2,2,17:30,I8,Joseph,Intermediate2,Scratch,Intermediate2Scratch,7,1,2,2
recRBlBAPli7LUYyT,1,2,4,0,0,0,1,0,2,0,0,0,17:30,I11,Kiah,Intermediate2,Scratch,Intermediate2Scratch,7,2,2,1
recB056FUeMB4piLK,0,0,4,0,0,4,0,0,4,0,2,4,17:30,I10,Miche,Intermediate2,Scratch,Intermediate2Scratch,7,0,1,4
recaTowAwm1yBITq5,0,0,2,0,2,4,0,0,2,0,0,2,16:15,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,7,0,4,1
recXyJugGyICj8bNa,0,4,4,0,0,0,4,4,4,0,0,0,16:15,A10,Greg,Advanced,LiveCode,AdvancedLiveCode,7,0,0,5
rec5m3N53CJlTWf7I,0,0,0,0,1,2,0,2,2,0,1,0,16:15,A12,David,Advanced,Scratch,AdvancedScratch,7,2,3,0
rec6ABocN7RBz00FH,0,0,0,0,2,2,0,0,0,1,2,4,17:30,A7,Jenna,Advanced,Python,AdvancedPython,7,1,3,1
recOAShsOBNZHjVHO,1,0,0,2,2,4,1,0,0,0,0,0,17:30,A8,Greg,Advanced,Python,AdvancedPython,7,2,2,1
recSDG9t5qXbatR6d,1,2,4,0,0,0,0,1,2,0,0,0,17:30,A9,Vivienne,Advanced,LiveCode,AdvancedLiveCode,7,2,2,1
reciBrt1PlCmtdk7H,0,0,1,0,0,1,0,0,1,0,1,4,17:30,I11,Liza,Intermediate2,Scratch,Intermediate2Scratch,7,4,0,1
rec90BFDd0os5xRcn,0,0,0,0,0,1,1,2,4,0,0,4,17:30,A12,Jenna,Advanced,Scratch,AdvancedScratch,7,2,1,2
recbfQO5p7jjydJe2,1,4,1,0,0,0,0,4,0,0,2,0,16:15,I10,David,Intermediate2,Scratch,Intermediate2Scratch,7,2,1,2
rec7QeJeJySUrSsao,0,2,2,0,0,0,0,2,2,0,2,0,17:30,I8,Joseph,Intermediate2,Scratch,Intermediate2Scratch,7,0,5,0
recwf2SuY6ZS9EnU8,0,2,4,0,0,1,0,0,1,0,0,1,17:30,B13,Dieter,Beginner,Scratch,BeginnerScratch,7,3,1,1
recrriS8foqOQw9qw,0,1,4,0,1,4,0,0,0,0,1,0,17:30,I11,Dan,Intermediate2,Scratch,Intermediate2Scratch,7,3,0,2
recOpeDfbkJcxuXZJ,0,0,0,4,2,1,4,2,1,0,0,0,16:15,A10,Michael,Advanced,LiveCode,AdvancedLiveCode,6,2,2,2
recIFHm1RjK37SMo2,0,4,0,0,4,1,0,4,1,0,4,0,16:15,I10,Miche,Intermediate2,Scratch,Intermediate2Scratch,6,2,0,4
rec4pCteia896zG8Y,1,2,0,2,4,0,1,1,0,0,0,0,15:00,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,6,3,2,1
recCTVRzDZB7PHzN0,0,0,2,0,0,2,2,2,2,0,0,2,17:30,A12,Jenna,Advanced,Scratch,AdvancedScratch,6,0,6,0
recUWXvmUPl5fE4Kw,1,2,4,0,0,0,1,2,4,0,0,0,16:15,B12,Tiffany,Beginner,Scratch,BeginnerScratch,6,2,2,2
recRVvztuL4j1cp0a,1,2,4,0,0,0,1,2,4,0,0,0,16:15,I12,Louise,Intermediate1,Scratch,Intermediate1Scratch,6,2,2,2
recsmBfGaXzM4t4R3,1,2,1,2,0,0,1,0,0,2,0,0,16:15,B13,Kiah,Beginner,Scratch,BeginnerScratch,6,3,3,0
recRNIr3ORofzga3N,0,0,2,4,0,0,0,0,2,2,2,4,15:00,A8,Greg,Advanced,Python,AdvancedPython,6,0,4,2
recaIw2aY6xZftguo,0,0,0,0,0,0,2,2,2,4,4,4,15:00,I13,Louise,Intermediate1,Scratch,Intermediate1Scratch,6,0,3,3
recAEH1x6VhUlpUTp,0,0,0,4,4,1,0,0,1,0,1,1,16:15,A11,Selasie,Advanced,LiveCode,AdvancedLiveCode,6,4,0,2
recPsQwJYPW4PpB6Z,0,4,4,4,4,4,0,0,0,2,0,0,16:15,A10,Michael,Advanced,LiveCode,AdvancedLiveCode,6,0,1,5
rect8S9VQPKSLFmOR,0,2,4,0,1,0,0,4,4,0,1,0,16:15,B10,Christine,Beginner,Scratch,BeginnerScratch,6,2,1,3
recNyC7KZrXDcpLh8,0,0,0,0,1,4,0,1,4,0,1,4,17:30,A8,Greg,Advanced,Python,AdvancedPython,6,3,0,3
recRlDToWWGLXKIhI,0,0,0,4,2,2,1,2,1,0,0,0,16:15,P13,Miche,PreBeginner,Scratch,PreBeginnerScratch,6,2,3,1
recLK3sTsnhA1uUQv,1,1,0,4,2,0,4,2,0,0,0,0,15:00,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,6,2,2,2
recQAhXDIO5maBwE1,0,1,4,0,1,4,0,1,4,0,0,0,17:30,I9,David,Intermediate2,Scratch,Intermediate2Scratch,6,3,0,3
recN6wEePA1QxZbLp,4,4,2,0,0,0,1,1,1,0,0,0,17:30,B10,Christine,Beginner,Scratch,BeginnerScratch,6,3,1,2
recaqc7pTTGjT2QPc,4,2,0,4,2,0,4,2,0,0,0,0,15:00,I12,Liza,Intermediate1,Scratch,Intermediate1Scratch,6,0,3,3
recJ6cfyRtIs4OTGA,0,0,0,1,2,2,1,2,2,0,0,0,16:15,B12,Kiah,Beginner,Scratch,BeginnerScratch,6,2,4,0
recrqnPhtWF4HSo5t,0,0,0,1,2,2,1,2,2,0,0,0,16:15,I12,Joseph,Intermediate1,Scratch,Intermediate1Scratch,6,2,4,0
rec4NETTtot5GTy4Q,0,0,0,0,2,2,0,2,2,0,2,2,16:15,B13,Dieter,Beginner,Scratch,BeginnerScratch,6,0,6,0
rec59QAapRw8ErFTV,0,0,0,1,4,0,1,2,0,1,4,0,16:15,A8,Greg,Advanced,Python,AdvancedPython,6,3,1,2
rec9DjkywMgbSqBsD,4,2,1,0,0,0,2,2,1,0,0,0,15:00,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,6,2,3,1
recSSXEZxmG8mBCMF,0,2,2,0,4,4,0,0,0,0,4,4,16:15,A11,Selasie,Advanced,LiveCode,AdvancedLiveCode,6,0,2,4
rec7srHjgUJaxBmQH,0,0,4,0,1,2,0,0,2,0,1,2,17:30,I8,Joseph,Intermediate2,Scratch,Intermediate2Scratch,6,2,3,1
rectIJKX9MlH4HlMj,0,4,2,0,4,2,0,0,0,0,4,2,16:15,B10,Christine,Beginner,Scratch,BeginnerScratch,6,0,3,3
recY2ULTxz1a6bzHc,0,1,4,0,0,4,0,1,4,0,0,4,17:30,B10,Miche,Beginner,Scratch,BeginnerScratch,6,2,0,4
reclFANNaJ8o25jjf,0,2,4,0,0,4,0,2,4,0,0,4,15:00,I13,Louise,Intermediate1,Scratch,Intermediate1Scratch,6,0,2,4
recQaoib4b62LiIhN,0,1,0,0,1,0,0,1,2,0,1,2,16:15,I10,David,Intermediate2,Scratch,Intermediate2Scratch,6,4,2,0
recy7I2zh9yIMt6zI,0,0,0,0,1,1,0,1,4,0,1,4,17:30,I10,Louise,Intermediate2,Scratch,Intermediate2Scratch,6,4,0,2
recoI03ocw1OGsvnC,4,2,0,0,0,0,4,2,0,4,2,0,16:15,A11,Selasie,Advanced,LiveCode,AdvancedLiveCode,6,0,3,3
rec7STC7oxQ5hniLO,0,1,0,0,4,4,0,4,4,0,1,0,16:15,A8,Jenna,Advanced,Python,AdvancedPython,6,2,0,4
recwnvMe670EpcAuG,0,0,1,0,1,4,0,0,1,0,1,4,17:30,B10,Christine,Beginner,Scratch,BeginnerScratch,6,4,0,2
recnqA2tKAtZOfVIT,0,2,4,0,0,2,0,2,4,0,0,4,17:30,I8,Louise,Intermediate2,Scratch,Intermediate2Scratch,6,0,3,3
reckeHCvsKgXrBuev,1,4,2,0,0,0,0,0,0,1,2,2,15:00,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,6,2,3,1
reczxbenIN8IzGNIi,0,4,4,0,2,4,0,0,4,0,0,4,16:15,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,6,0,1,5
recNz5qBZssbSVvCX,0,4,1,0,4,1,0,0,1,0,0,1,17:30,B13,Bilqees,Beginner,Scratch,BeginnerScratch,6,4,0,2
recq5QqzrOXOfccMu,0,0,0,1,1,0,4,4,0,4,4,0,16:15,A11,Selasie,Advanced,LiveCode,AdvancedLiveCode,6,2,0,4
recgAoUPc2f06OGM7,0,0,0,1,4,0,1,2,0,1,4,0,16:15,A12,David,Advanced,Scratch,AdvancedScratch,6,3,1,2
rec3dbBgcLqgzWTjM,0,0,0,0,1,2,0,1,2,0,2,4,17:30,I11,Liza,Intermediate2,Scratch,Intermediate2Scratch,6,2,3,1
recnhpnzvsf1ys6nj,0,1,2,0,1,2,0,1,2,0,0,0,17:30,A10,Vivienne,Advanced,LiveCode,AdvancedLiveCode,6,3,3,0
recO109oAgDjgahci,0,0,0,0,2,4,0,2,4,0,1,4,17:30,A8,Greg,Advanced,Python,AdvancedPython,6,1,2,3
rec9D7xeSHFiMNKL7,0,0,0,2,4,4,2,2,4,0,0,0,16:15,A10,Matthew,Advanced,LiveCode,AdvancedLiveCode,6,0,3,3
recQSHSI7fHXVI49F,2,4,4,0,0,2,0,0,2,0,0,2,17:30,A7,Jenna,Advanced,Python,AdvancedPython,6,0,4,2
recP5EQMLio4j4tXW,1,0,0,1,4,0,1,0,0,1,4,0,16:15,B13,Christine,Beginner,Scratch,BeginnerScratch,6,4,0,2
recmmgRKpK95aHNbj,0,2,2,0,2,0,0,2,2,0,2,0,17:30,A8,Greg,Advanced,Python,AdvancedPython,6,0,6,0
rec9gaNDAitrB6ruX,0,0,0,2,2,2,0,0,0,4,2,1,16:15,A8,Selasie,Advanced,Python,AdvancedPython,6,1,4,1
recCPXWQirLSqH4q8,0,1,4,0,0,1,0,1,4,0,0,2,17:30,I11,Kiah,Intermediate2,Scratch,Intermediate2Scratch,6,3,1,2
recFFfUy9gB7nAkmF,0,1,0,0,1,0,2,1,0,2,1,0,16:15,I12,Louise,Intermediate1,Scratch,Intermediate1Scratch,6,4,2,0
reczJsytkUajUIJdo,1,0,0,1,4,4,1,0,0,1,0,0,16:15,A8,Greg,Advanced,Python,AdvancedPython,6,4,0,2
recKVF370as9Jo3QD,1,4,0,1,4,0,0,0,0,1,4,0,16:15,B10,Christine,Beginner,Scratch,BeginnerScratch,6,3,0,3
recuBqrQ53VmcFcxw,1,4,2,1,4,2,0,0,0,0,0,0,17:30,B12,Jess,Beginner,Scratch,BeginnerScratch,6,2,2,2
recbLD8du7iXqDw2h,0,2,2,0,0,0,0,2,2,0,2,4,17:30,A9,Louise,Advanced,LiveCode,AdvancedLiveCode,6,0,5,1
recEcE2jnIMTWl8Qk,0,4,4,0,4,4,0,0,4,0,4,4,17:30,P13,Bilqees,PreBeginner,Scratch,PreBeginnerScratch,5,0,0,7
recnM6R0xVCFPDC7D,0,1,0,0,4,4,0,4,4,0,4,4,17:30,I10,Louise,Intermediate2,Scratch,Intermediate2Scratch,5,1,0,6
rec5LdnlLY08ApFFo,0,0,2,0,1,4,0,2,4,0,1,4,17:30,A12,Matthew,Advanced,Scratch,AdvancedScratch,5,2,2,3
recAvSHBWJJdkEVKd,0,0,0,0,0,1,4,4,1,4,4,1,16:15,I10,Miche,Intermediate2,Scratch,Intermediate2Scratch,5,3,0,4
recqNqeUMUh3xEbJn,4,1,0,1,0,0,4,2,2,0,1,0,17:30,I11,Dan,Intermediate2,Scratch,Intermediate2Scratch,5,3,2,2
recqOJts5YJ42ZM3n,0,4,2,0,0,0,4,4,4,0,2,2,16:15,I8,Liza,Intermediate2,Scratch,Intermediate2Scratch,5,0,3,4
rechNEszG8W65jao5,4,4,1,0,0,1,0,0,1,0,4,2,16:15,B13,Christine,Beginner,Scratch,BeginnerScratch,5,3,1,3
rec5z9e9XYhoYMZSM,0,1,4,0,2,4,0,2,4,0,1,0,16:15,I9,Joseph,Intermediate2,Scratch,Intermediate2Scratch,5,2,2,3
receP8mKmSaXxzDuz,1,4,2,0,0,2,0,2,4,0,0,2,17:30,I11,Dan,Intermediate2,Scratch,Intermediate2Scratch,5,1,4,2
recKBDSfbwNdUn6KC,2,1,1,2,2,2,0,0,2,0,0,0,17:30,A11,Imaan,Advanced,LiveCode,AdvancedLiveCode,5,2,5,0
reciUXHCwF61OUamv,1,1,0,2,2,0,4,0,0,1,1,0,15:00,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,5,4,2,1
recnymkXyZ2hudUEs,0,0,0,1,2,4,0,4,4,0,2,4,16:15,A10,Greg,Advanced,LiveCode,AdvancedLiveCode,5,1,2,4
recldhIkeURWdncLR,0,0,4,0,4,4,0,4,4,0,4,4,17:30,I12,Louise,Intermediate1,Scratch,Intermediate1Scratch,5,0,0,7
reccoygnC9V1ogiVI,2,4,4,0,0,1,0,0,1,0,2,1,16:15,I9,Hendrik,Intermediate2,Scratch,Intermediate2Scratch,5,3,2,2
reco5d9OrH5kek38O,2,4,4,0,0,1,2,4,4,0,0,0,16:15,A9,Vivienne,Advanced,LiveCode,AdvancedLiveCode,5,1,2,4
recw5X0EFcpXCNVop,4,4,2,0,0,0,4,4,2,0,0,1,15:00,I13,Louise,Intermediate1,Scratch,Intermediate1Scratch,5,1,2,4
recU9f5NiYjwb1vdy,0,2,0,0,2,2,2,4,2,0,2,0,16:15,I12,Louise,Intermediate1,Scratch,Intermediate1Scratch,5,0,6,1
recdkF8RhxG16nKTU,0,1,2,0,1,0,0,1,2,2,1,0,15:00,A8,Greg,Advanced,Python,AdvancedPython,5,4,3,0
recAPrDuCOBMPau1F,0,0,4,0,1,4,0,1,4,0,1,4,17:30,A8,Greg,Advanced,Python,AdvancedPython,5,3,0,4
recXgOZuuv4F5db3t,0,1,4,0,0,4,0,2,4,0,2,4,17:30,B10,Miche,Beginner,Scratch,BeginnerScratch,5,1,2,4
recwioir2WpMcsi2K,0,4,0,0,4,2,0,4,0,2,4,2,16:15,A12,Imaan,Advanced,Scratch,AdvancedScratch,5,0,3,4
recYppt2yZdDLYZrE,0,4,4,0,4,4,0,1,0,0,4,4,17:30,A7,Dan,Advanced,Python,AdvancedPython,5,1,0,6
recpHis5KcOke2qlG,0,1,1,4,2,0,1,2,0,0,1,0,17:30,I11,Kiah,Intermediate2,Scratch,Intermediate2Scratch,5,4,2,1
recd8zidLK3xB6l9f,0,0,0,4,4,4,2,2,0,4,2,0,16:15,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,5,0,3,4
recgTD1QCWsVfcXUH,0,1,2,0,2,1,0,0,2,0,4,4,16:15,A11,Selasie,Advanced,LiveCode,AdvancedLiveCode,5,2,3,2
recaPi2Feu3bsxh3t,0,4,1,0,4,2,4,2,1,0,0,0,16:15,A12,David,Advanced,Scratch,AdvancedScratch,5,2,2,3
recYWMwG5rBkB9BQi,0,0,0,4,4,1,0,0,2,2,2,2,15:00,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,5,1,4,2
recbLFEvSeJSFpWyL,0,2,1,0,2,1,0,2,0,0,2,1,16:15,I12,Joseph,Intermediate1,Scratch,Intermediate1Scratch,5,3,4,0
recL7hqDGLtmDEnqW,0,2,4,0,2,4,0,2,4,0,2,0,16:15,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,5,0,4,3
reclSaX12XbH4ZkG8,0,2,4,0,2,4,0,2,4,0,2,4,17:30,I13,Dan,Intermediate1,Scratch,Intermediate1Scratch,4,0,4,4
recioUL282O7tBXrK,2,4,0,2,4,0,2,4,0,2,4,0,16:15,A8,Greg,Advanced,Python,AdvancedPython,4,0,4,4
rec7JTtIZxndxgAxb,0,1,2,0,1,2,0,1,2,0,1,2,17:30,B12,Jess,Beginner,Scratch,BeginnerScratch,4,4,4,0
recbfrq9pHPXaGSJU,1,2,0,1,2,0,1,2,0,1,2,0,16:15,A8,Greg,Advanced,Python,AdvancedPython,4,4,4,0
recGc7EFsDqh05ziS,2,1,0,2,1,0,2,1,0,2,1,0,16:15,A12,David,Advanced,Scratch,AdvancedScratch,4,4,4,0
recX5uXvzve2CDgsj,0,1,2,0,1,2,0,1,2,0,1,2,17:30,B10,Christine,Beginner,Scratch,BeginnerScratch,4,4,4,0
recj06T53E1QnepXj,0,1,4,0,1,2,0,1,4,0,1,2,17:30,A10,Vivienne,Advanced,LiveCode,AdvancedLiveCode,4,4,2,2
recFblKX99xHjcJCt,1,4,0,1,4,0,1,4,0,1,4,0,16:15,B12,Tiffany,Beginner,Scratch,BeginnerScratch,4,4,0,4
recL4frx3AiXhxnZh,0,2,2,0,2,4,0,2,4,0,4,4,16:15,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,4,0,4,4
recaCacb6qJeHa5yR,0,1,1,0,4,2,0,1,1,0,4,2,17:30,I13,Dan,Intermediate1,Scratch,Intermediate1Scratch,4,4,2,2
recEzbgnXFToHPVEg,0,1,4,0,1,4,0,1,4,0,1,2,17:30,I8,Joseph,Intermediate2,Scratch,Intermediate2Scratch,4,4,1,3
recTE6QPpr9MwyCAa,0,1,4,0,1,4,0,1,4,0,1,4,16:15,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,4,4,0,4
rec8xMMTeV35sjvpA,0,2,1,0,2,1,0,4,1,0,2,1,17:30,A10,Michael,Advanced,LiveCode,AdvancedLiveCode,4,4,3,1
recqwVcGZ5C8zksUn,2,2,0,2,2,0,2,2,0,2,2,0,15:00,A10,Greg,Advanced,LiveCode,AdvancedLiveCode,4,0,8,0
recIrWT2sgGBy6sLu,0,1,2,0,1,4,0,1,1,0,1,2,17:30,A8,Greg,Advanced,Python,AdvancedPython,4,5,2,1
recVp8jb7oZf0gwDx,0,0,1,4,4,1,4,4,1,0,0,1,15:00,I11,Louise,Intermediate2,Scratch,Intermediate2Scratch,4,4,0,4
recKCqJFEgrI6K0Ax,2,2,0,4,2,0,2,2,0,2,2,0,16:15,A12,David,Advanced,Scratch,AdvancedScratch,4,0,7,1
recrk0SaMQ0EG98Vb,0,1,1,0,4,1,0,4,1,0,4,1,16:15,I10,David,Intermediate2,Scratch,Intermediate2Scratch,4,5,0,3
rec9sJNzpWZzxxSXL,0,4,4,0,4,4,0,4,4,0,4,4,16:15,I10,Liza,Intermediate2,Scratch,Intermediate2Scratch,4,0,0,8
recuQjiTJ3IRsS0Ta,0,1,2,0,1,2,0,1,2,0,1,2,17:30,I11,Dan,Intermediate2,Scratch,Intermediate2Scratch,4,4,4,0
recldCfGkoBDk2Djg,0,1,4,0,1,4,0,1,4,0,1,4,17:30,A12,David,Advanced,Scratch,AdvancedScratch,4,4,0,4
recaCbWDVbHh9WAoH,0,2,1,0,1,1,0,1,1,0,1,1,16:15,B10,Dieter,Beginner,Scratch,BeginnerScratch,4,7,1,0
recGx4fG873rSGWQL,0,2,2,0,1,1,0,2,2,0,1,1,16:15,A8,Jenna,Advanced,Python,AdvancedPython,4,4,4,0
reccMKKFsE76EmsCJ,0,1,4,0,1,4,0,1,4,0,1,4,17:30,A12,Greg,Advanced,Scratch,AdvancedScratch,4,4,0,4
recWWXIZImbfYk9sA,0,2,4,0,2,4,0,2,4,0,2,4,17:30,A12,Greg,Advanced,Scratch,AdvancedScratch,4,0,4,4
recX4nAKCNeTXgqLr,0,2,4,0,2,4,0,2,4,0,2,4,17:30,I8,Louise,Intermediate2,Scratch,Intermediate2Scratch,4,0,4,4
reczqk65VubUl6ZWw,0,2,1,0,2,1,0,4,1,0,2,1,16:15,B10,Miche,Beginner,Scratch,BeginnerScratch,4,4,3,1
recoynFBXcQxKtbW0,2,4,0,2,4,0,2,4,0,4,4,0,16:15,B10,Miche,Beginner,Scratch,BeginnerScratch,4,0,3,5
recsKx9IHsWGKQEHI,0,2,4,0,2,4,0,2,4,0,2,4,17:30,A13,Jenna,Advanced,Scratch,AdvancedScratch,4,0,4,4
recoqVqclgH4DJW09,4,1,0,4,1,0,4,1,0,4,1,0,15:00,B13,Dieter,Beginner,Scratch,BeginnerScratch,4,4,0,4
recZJlXGDKBK40DAh,2,2,0,2,2,0,4,2,0,2,2,0,16:15,A10,Greg,Advanced,LiveCode,AdvancedLiveCode,4,0,7,1
recnW7uHLSOw6cUwr,0,1,4,0,1,4,0,1,2,0,1,4,17:30,A11,Imaan,Advanced,LiveCode,AdvancedLiveCode,4,4,1,3
recI42IcBUSirbRSw,0,2,4,0,2,4,0,2,4,0,2,4,17:30,A7,Jenna,Advanced,Python,AdvancedPython,4,0,4,4
recjYN2p2zXe0B5Wy,0,2,4,0,2,4,0,2,4,0,2,4,17:30,I11,Liza,Intermediate2,Scratch,Intermediate2Scratch,4,0,4,4
recMpLsleExopgvZk,1,2,0,1,2,0,1,2,0,1,2,0,16:15,B13,Kiah,Beginner,Scratch,BeginnerScratch,4,4,4,0
recI47bD1cuKG2inC,0,2,0,0,2,0,4,4,2,4,4,1,15:00,B13,Dieter,Beginner,Scratch,BeginnerScratch,4,1,3,4
recDF2mqidMxlT8d3,0,4,1,0,4,1,0,4,1,0,4,1,17:30,A10,Michael,Advanced,LiveCode,AdvancedLiveCode,4,4,0,4
reclLbbBZLhAxrDIr,0,4,4,0,2,2,0,4,4,0,4,2,16:15,B11,Tiffany,Beginner,Scratch,BeginnerScratch,4,0,3,5
reckYQ915ysdYLdVg,0,2,2,0,2,4,0,2,4,0,2,2,17:30,I12,Joseph,Intermediate1,Scratch,Intermediate1Scratch,4,0,6,2
recME8MsPvgGPuApL,0,1,4,0,2,4,0,1,4,0,4,4,17:30,A10,Michael,Advanced,LiveCode,AdvancedLiveCode,4,2,1,5
recCuJWdvOTp2RWrm,4,0,1,2,0,2,4,0,1,2,0,2,17:30,I10,Louise,Intermediate2,Scratch,Intermediate2Scratch,4,2,4,2
